question,answer,chapter,generated_answer,system_prompt
What is the hypnosis skill?,"It is the ability to induce another person in a trancelike state, which allows the person to relax and recall memories that were forgotten. The limits of the skill during the game are decided by the Keeper, for example if the player is able to use the skill on an unwilling target.",4,"In  the  game,  hypnosis  is  an  intentional  use  of  persuasion 
to  induce  a  trancelike  state  in  a  target,  allowing  the  user 
to  implant  suggestions  in  the  target’s  mind.  The  use  of 
hypnosis does not necessarily require eye contact and can be 
accomplished by phone.

The user can try to put many targets into a trance state, but 
only one can be held there at a time. Each additional person 
within 10 yards of the target adds 10 percentiles to the dif-
ficulty level. The caster must spend 1 magic point per 5 yards 
of  range  and  1D3  Sanity  points  to  cast  this  spell.  A  hu-
man cannot initially lose more than 5 Sanity points as a result 
of  hypnosis,  regardless  of  the  number  of  magic  points  the 
hypnotist expends. Hypnosis may be used to put people to 
sleep,  to  make  someone  more  suggestible,  or  to  draw 
information  from  the ",You are a helpful AI assistant.
Who decides the difficulty level of a skill roll?,The Keeper,5,"The difficulty level of a skill roll is set by the Keeper. 

When  the  player  requests  a  skill  roll,  the  Keeper  should 
determine  whether  the  difficulty  level  is  Regular,  Hard,  or 
Extreme. 

Regular difficulty level: an average example of what would 
challenge a competent person in the skill. The player only needs 
to roll equal to or below his or her full skill or characteristic 
in order to succeed.

Hard difficulty level: this task would challenge a profession-
al. The player must roll equal to or below a half of his or her 
skill or characteristic in order to succeed.

Extreme  difficulty  level:  this  task  would  challenge  an  ex-
pert;  it  is  on  the  border  of  what  is  humanly  possible.  The 
player must roll equal to or below a fifth of his or her skill or 
characteristic in order to succeed.

If the difficulty level of a task is set to Regular, it will only 
be possible to achieve it with a roll of equal to or below the ac-
tual value of the skill or characteristic involved. If the difficulty 
level is set",You are a helpful AI assistant.
What are the consequences of a successful Pushed Roll?,"The goal of the player are achieved as it would have been with the original role, without further consequences",5,"It  depends  on  the  situation  and  the  goal  that  was  set  for 
the  pushed  roll.  By  and  large  the  consequences  of  a  failed 
pushed roll will be the opposite of those of a successful pushed 
roll.  If  the  goal  of  a  suggested  consequence  of  a  failed  roll 
is not appropriate, you should think up something else that is.

A  pushed  roll  requests  a  re-roll  and  allows  the  player  to 
alter  or  change  some  aspect  of  the  situation  in  the  hope  of 
gaining a better result. 

The player should go into some detail to justify the pushed 
roll.  If  the  player  succeeds  in  the  pushed  roll,  he  or  she 
should be awarded the better result (not necessarily a straight 
success). If the player fails in the pushed roll, the situation is 
made worse and the Keeper should take the story in a direc-
tion that may well have negative consequences for the inves-
tigators. If the player feels that the pushed roll is",You are a helpful AI assistant.
What happens when a player must use more than one skill?,"The Keeper decides if the player must roll a dice for each skill, or roll the dice only once. In the latter case, player makes only one dice roll and then applies the result to each of the skills",5,"When  a  situation  allows  or  demands  the  use  of  more  than 
one skill, the Keeper should be clear about which skills are in 
competition. The player with the highest skill (or skill modifica-
tion, in the case of non-player characters) that is applicable to 
the situation rolls the dice. In the case of tied rolls, the side with 
the  higher  skill  (or  skill  modification)  wins  the  skill  roll.  If 
both sides have the same level of success, the side with the higher 
priority (higher skill or characteristic) wins.

When a character is challenged by more than one enemy, the 
character with the highest skill or characteristic (not roll) acts 
first, with all other enemies acting in descending order. If tied, 
the one with the higher DEX goes first.

Characters  and  monsters  acting  on  the  same  turn:  If 
multiple characters or monsters have the same DEX, they act in 
the order that they are listed on the investigator sheet or monster 
sheet.  If  a  character  has  a  weapon  or  cast  spell  that  can 
affect ",You are a helpful AI assistant.
What are the optional rules of the game system?,There are two optional rules: Spending Luck and Recovering Luck Points,5,"Call of Cthulhu has a wealth of optional rules that can be 
used to enhance your game. These include rules for combat, 
magic, sanity, and more. You are not expected to use all of 
these optional rules and the use of some may even require a 
reworking of your existing campaign. You should only introduce 
optional rules to your game if all the players agree. 

Optional Rule 1: 
G  Poisons: Poisons act like any other toxic substance—
the  user  must  know  the  substance  and  administer 
the  correct  dose.  An  overdose  or  incorrect  dose  or 
miscalculation  with  the  equipment  used  to  administer 
the poison delivers the full (plus a bonus die) poison damage 
on  the  first  round  and  the  victim  is  incapacitated  for 
1D6 hours. Recuperation from poisoning takes 1D3 days 

per dose, or mulitple doses as determined by the Keeper.

G  If  an  amount  of  poison  greater  than  the  victim’s 
maximum  hit  points  is  taken  in  one ",You are a helpful AI assistant.
What is a Combat Round?,It is a unit of time in which each player can perform at least one action during combat.,6,"In  a  combat  round  (also  known  as  a  combat  turn  or  a 
round),  every  participant  in  the  combat  gets  a  chance  to 
act. This usually means that everyone rolls dice to determine 
what actions their investigator takes. The options for what can 
be rolled are decided by the Keeper and player. 

A  combat  round  does  not  have  to  be  a  second,  but  it 
usually is.  Time  moves  at  the  Keeper’s  discretion,  but  for 
this to be the case the Keeper must be clear about what a round 
represents in the story. A combat round could be 1 minute, but 
it could also be 30 seconds, 10 seconds, or even 1 second—what 
it represents is relative to the story. 

The  duration  of  a  combat  round  should  not  be  set  at 
the outset; it may alter during the course of the fight. The Keep-
er should judge the duration of a combat round according to the 
circumstances. For example, when multiple shots are fired, each 
shot",You are a helpful AI assistant.
"If more than one combatants want to attack, who has the right to attack first?","The combatant with the highest DEX. In case of draw, the combatant with highest combat skill",6,"The combatants rank their attacks in order of their DEX, from highest to lowest. 

If two or more combatants have the same DEX rating, they should roll to determine who goes first. The Keeper should make an opposed roll using the DEX skill for each character. The one with the higher (or equal) DEX goes first. If both fail, they may grapple or fight back in some other manner.

If the character acting first has a DEX that is 100 or over, they are able to anticipate their opponent to some extent and may gain a tactical advantage. 

T  If the target’s DEX is 0, they are unable to move or 

fight back in a melee.

T  If the attacker’s DEX is 100, they gain a bonus die.

T  If the defender’s DEX is 100, they gain a bonus die.

T  If both have DEX 100, they gain a bonus die and a 

penalty die.

T  If one has DEX 100 and the other has DEX 50, the 

one with DEX 100 gains two bonus dice.

Harvey (DEX 55) is fighting a large monster with DEX 60. The monster goes",You are a helpful AI assistant.
In which situation is a character allowed to escape a close combat?,The character must have no physical restrains and have an escape route,6,"A  character  is  allowed  to  escape  close  combat  if  a  fighting 
maneuver  to  restrain  or  seize  the  character  is  failed.  This 
may seem counterintuitive; the opponent did not win the fight, 
but neither did the character achieve his or her goal of escaping. 
The  character  is  then  free  to  move  as  he  or  she  wishes.  The 
character that won the maneuver may continue to fight back or 
launch an attack of his or her own, but the target is no longer 
automatically  fighting  back.  The  target  may  still  take  action 
using an action, but is no longer at an automatic disadvantage 
when fighting back against an opponent of higher level.

Table VI: Other Forms of Damage

Injury

Damage

Examples

Minor: a person could survive 
numerous occurrences of this level 
of damage.

1D3

Punch, kick, head-butt, mild acid, breathing smoky atmosphere*, a 
thrown fist-size rock, falling (per 10 feet) onto soft swamp.

Moderate: might cause a major 
wound; it would",You are a helpful AI assistant.
How is a firearm attack resolved?,A firearm attack is resolved with a 1D100 roll and compare the result with the Firearm skill of the attacking character. The difficulty level of the roll is determined by the range and other factors,6,"In Call of Cthulhu, firearm attacks are resolved using a combination of skill and a degree of luck. 

First, the difficulty level for a firearms skill roll is set. 

T  If the target is within the base range of the weapon, 

no bonus or penalty dice are awarded.

T  If the target is beyond the base range of the weapon, 

the difficulty level is increased by one step.

T  If the target is within the point-blank range of a fire-

arm (within a fifth of the base range), the difficulty 
level is decreased by one step.

Harvey is shooting a rifle at a target at normal range, 
so Harvey gets a Regular difficulty level for the shot. 
Harvey’s foot soldier target is diving for cover, so the 
difficulty level is raised by one step to Hard. The foot 
soldier has a Submachine Gun skill of 40%, so the 
difficulty level of the roll is set to Hard, requiring a roll 
of 10 or below to hit.

The foot soldier dives for cover and Harvey makes a 
skill roll for him. Harvey’s skill is only 20%, but the 
Keeper  rolls  84—a  Regular  success  on  the  Keeper’s",You are a helpful AI assistant.
How does a character recover from a major wound when the Major Wound box is checked?,"The players performs a CON roll. If it is successful, 1D3 hit points are recovered. In case of Extreme success, 2D3 hit points are recovered.",6,"In Call of Cthulhu, when a character takes a major wound and the Major Wound box is ticked, the character is on the 
brink of death. The character’s condition is checked every hour that they are held in the state of major wound. At the end of 
each hour, the player makes a CON roll. If the CON roll is failed, the character’s condition worsens. If the CON roll is suc-
cessful, the character’s condition does not change. 

Only a successful First Aid or Medicine roll will improve the condition of a character that is on the brink of death (Major 
Wound). On the next day that the character’s condition does not worsen (i.e. a successful CON roll), the character recovers 
from the major wound. Recovery of the major wound cannot be rushed.

The character recovers one hit point per day (including the CON roll), until they have fully recovered (note that no recovery 
can take place while the character is in a hospital, morgue, etc., where medical care is not available). The character also eras-
tes the Major Wound by ticking each Major Wound box in turn (excluding the top one) and then reduces his or her hit points",You are a helpful AI assistant.
Can you provide a short description of how a Chase takes place?,"A chase take place when the participants have an escape route. The Keeper positions the participants, decided the order of play and how many movements each participant can make in each turn. At the beginning each participant makes a CON roll to adjust their MOV rating. Then, at each round of the chase the participants act in DEX order, and move a number of locations based on their MOV rating. In some cases attacks can also be performed. The Keeper can add hazards and barriers to the chase as well.",7,"In a chase, the fleeing character (the quarry) and the pursuing character (the pursuer) make an effort roll (CON) to establish their place in the order of movement. 

The  fleeing  character  has  the  option  to  delay  or  wait  while 
other characters move ahead. If the fleeing character delays, the 
Keeper should allow other characters to catch up and the attempt 
to lose the pursuer or pursuers should be made at that time. 

The  fleeing  character  can  use  the  following  vehicles  as 
foot: cars, buses, trains, ships, and aircraft.

The  fleeing  character  can  use  the  following  weapons  as 
firearms: handguns, rifles, shotguns, and any other weapons 
that are designed to fire bullets (not including explosive weapons). 

The  fleeing  character  can  use  the  following  weapons 
as  thrown  weapons:  knives,  rocks,  spears,  and  any  other 
object that could reasonably be thrown.

The  fleeing  character  can  use  the  following  as  melee 
weapons: a knife, a rock, a bottle, a person’s",You are a helpful AI assistant.
What is a speed roll used for during a chase?,It is used to adjust the participant MOV rating for the whole duration of the chase,7,"In a chase, speed rolls are used to establish the order of 
play and to determine the number of movement actions each 
character gets to act during a round. 

A chase is made up of a string of locations. The number 
of  locations  between  each  participant  is  determined  by 
their  difference  in  MOV  speeds.  Every  10  speed  points 
of  difference  (from  fastest  to  slowest)  equals  one  loca-
tion.  If  there  is  a  gap  of  3  speed  points  between  two 
characters, the slow one is 3 locations behind and thus will 
not  appear  until  the  following  round.  The  slowest  part-
icipant will not catch the fastest until many rounds have been 
completed.

Each character gets one movement action by default. Any 
additional movement actions must be purchased with Luck points. 
Each  location  in  a  chase  requires  a  skill  roll  (either  Speed, 
Dodge,  or  the  character’s  appropriate  fighting  skill)  and  one 
movement  action.  A  character",You are a helpful AI assistant.
How many movements can a chase participant take per round?,"Each participant can take one movement action per round, plus the difference between his movement rating and the movement rating of the slowest chase participant",7,"In a chase, each participant can move a number of locations equal to their MOV rating multiplied by 2 (see Speed, page 138).",You are a helpful AI assistant.
What methods can the Keeper use to create obstacles and hazards during a chase?,"The Keeper can decide using his own imagination, or do that randomly using a 1D100 roll.",7,"Obstacles  and  hazards  are  an  essential  part  of  any  chase  and 
should  be  inserted  into  the  narrative  wherever  possible.  The 
Keeper  should  consider  the  environment  and  try  to  come 
up  with  something  appropriate  in  which  to  slow  or  block  the 
pursuer.  The  following  are  just  suggestions  and  are  offered 
as ideas rather than rules. 

Start with the obvious hazards:

Illumination: Where is the light? A dark alley could be more 
dangerous than a well-lit street, not just for what it illuminates, 
but for the feeling of safety (or danger) it inspires in the inves-
tigators. 

Stairs, steep slopes, and narrow corridors: These present the 
peril of tripping or falling. A falling investigator is prone and 
suffers 1D3 damage for each 5 feet he or she falls. A falling 
investigator must make a CON roll to avoid sustaining major 
wounds;  if  the  CON  roll  is  failed,  the  investigator  loses 
1",You are a helpful AI assistant.
How are vehicle damages computed after a collision?,By rolling a 1D6 to compute build damage. A delay of the vehicle can also be computed costing a 1D3 movement action,7,"In 7th Edition, the damage dealt by a collision is determined by the 
amount of build difference between the two vehicles. The Keeper 
should refer to the chart for Collision Damage.

In 8th Edition, the damage is rolled using 1D10. The result is 
then multiplied by 5 to give the number of build points of dam-
age. This is a change from previous editions and should be not-
ed by Keepers using 7th Edition material.

Table III: Vehicle Reference Charts

The following vehicles use the Drive Auto skill. Where a vehicle 
has a skill of 20%, it can be pushed to perform impressive man-
euvers, such as at high speeds or when taking corners at risk of 
skidding or losing control. Only beeps and similar slow-moving 
vehicles require no skill to operate; at the Keeper’s discretion, 
the skill may be raised or a penalty die applied when operating 
vehicles of significantly greater size or complexity.

G  Drive Auto: for driving automobiles, trucks, and motorcycles. 
This skill may be used to move people or cargo. See other 
listings for specific types of vehicles.

G  Pilot: for flying aircraft; it may be used to move people or 
cargo. ",You are a helpful AI assistant.
What state of insanity exist in the game?,"There are three states of insanity: temporary, indefinite and permanent.",8,"In the game, there are three distinct states of insanity. 

First is temporary insanity, also known as a bout of madness, which lasts for 1D10 rounds (minutes). During this time the investigator acts as if under the control of their irrational personality. 

Second is indefinite insanity, also known as an insanity attack, which lasts for 1D10 hours. During this time the investigator is completely incapable of action, as if in a trance or under anesthesia. 

Third is permanent insanity, which is inflicted when the Sanity loss for a single event exceeds 5 points. 

Note: in 7th Edition and earlier, the three states of insanity were known as temporary, indefinite, and permanent; 
in  Call  of  Cthulhu  6th  Edition  and  later,  these  have  been  reworded  as  bout  of  madness,  under  the  doctor’s  care, 
and in the care of a sanitarium, respectively. 

Indefinite insanity now lasts until the character is released or until 
they have fully recovered (usually at the Keeper’s discretion, but 
this can be nominal if it is agreed that recovery will take a game 
month, or two game",You are a helpful AI assistant.
How many Sanity points must an investigator loose to become temporary insane?,Five or more,8,"6 points of Sanity loss results in temporary insanity. 

If the Sanity loss is between 17 and 30 points, the investigator is indefinitely insane.

If the Sanity loss is 31 points or more, the investigator is permanently insane. 

In each case, the Keeper should describe the onset of insanity as a turning point in the story, marking a significant event in the investigator’s 
life. A bout of madness should come to an end, the investigator emerging somewhat changed, at a point that seems appropriate to the 
Keeper, but at least 1D10 hours after it began. The Keeper may call for a Sanity roll to test the investigator’s Sanity points after recover-
ing from insanity. If the roll fails, the investigator has lost further Sanity points as a result of the bout of madness. The Keeper may add 
other sanctions as a result of the bout of madness, in common with those for permanent insanity (at the Keeper’s discretion).

158 

Call of CthulhuHarvey is investigating an office at night. He finds a diary, reads it (costing 3 Magic points and 3 Sanity points), and 
learns that the cult is meeting at the old warehouse on the edge of town. Having finished reading, Harvey reduces his Magic",You are a helpful AI assistant.
How is it decided how many hours temporary insanity lasts?,By rolling a 1D10. The results of the roll provides the number of hours of insanity,8,"In Call of Cthulhu, the duration of temporary insanity is determined by rolling 1D10. This roll may yield one of three results: 
1 or 2 = 1 hour; 3-10 = 24 hours; 11-20 = 1 week; 21-30 = 1 month; 31-40 = 6 months; 41-50 = 1 year; 51-60 = 2 years; 

57 

chapter 4: skills61-70 = 5 years; 71-80 = 10 years; 81-90 = 20 years; 91-96 = 30 years; 97 = 40 years; 98 = 50 years; 99 = 60 years.

Note that this is an average; as Keeper you have the freedom to adjust the rate of aging as you wish. 

When a character ages 99 points to become an old character (or if age is reduced to zero), the Keeper should consider how to mod-
ify that character. The Keeper may choose to make an “experience check” roll to see how the investigator’s life has played out. A success 
indicates a happy and successful life, with a high Credit Rating",You are a helpful AI assistant.
What is the best way to recover from Indefinite Insanity?,The best way to recover is through private care or home care,8,"In Call of Cthulhu, recovery from indefinite insanity takes time and 
care, and three different paths are available to the investigator—private 
care, institutionalization, and self-help. 

Private Care
The best care available is at home or in some friendly place where 
personal attention can be given. This may be the home of a rela-
tive or friend, or even a sanitarium with a private ward. The 
investigator’s living standards determine the standard of such 
places. For the next 1D4 hours (or as the Keeper judges fit) the 
investigator is under the care of doctors and nurses, and has 
no need to make any rolls for food and lodging. 

The  care  provider  makes  a  dice  roll  for  Sanity  point 
recovery  as  per  the  Medic  skill  (if  a  nurse  or  doctor),  or 
Psychology (if a close friend or relative), or Intimacy (if a loved 
one), or Charm (if a sex worker). If the roll fails, the investiga-
tor gains no benefit. If the roll succeeds, the investigator gains 1D3 
Sanity points. On",You are a helpful AI assistant.
How many language skill ticks should be awarded when an investigator conducts a full study of a tome in that language?,One,9,"When  an  investigator  completes  a  full  study  of  a  tome, 
he  or  she  should  increase  their  relevant  language  skill  by  the 
full  study  bonus  listed  in  the  table  on  the  inside  front  cover 
of the tome. 

Alternatively, if the investigator is not a native speaker of the 
language,  they  may  choose  to  increase  their  Own  Language 
skill  (if  the  language  is  part  of  their  own  culture)  or  Other 
Language  (if  the  language  is  not  part  of  their  own  culture) 
skill  by  a  number  equal  to  one-fifth  of  their  Cthulhu  Mythos 
skill after a full study of the tome. 

Harvey wishes to learn more about the Mythos by studying 
the Necronomicon. He spends 24 weeks (4 months) studying 
the book. His Cthulhu Mythos knowledge increases by 20%. 
He  or  she  must  now  make  an  improvement  check",You are a helpful AI assistant.
How can a character learn a spell?,"There are three main ways to learn a spell: from a Mythos book, from another player, or from a Mythos entity",9,"In the Cthulhu Mythos, knowledge of the gods is gained 
through pain, fear, and a willingness to give up your mind 
and soul to the unknowable. 

Finding a tome is only the first step; the owner must also 
learn to tap into the knowledge it contains. This is the func-
tion of the study phase. The study roll is the most important 
roll for spell-crafters and occult scholars, as it determines 
whether the character gains the knowledge contained within a 
tome.

To  study  a  Mythos  tome,  the  investigator  spends  a 
number of hours equal to or less than the book’s POW rating 
perusing the text. The reader must make a Sanity roll (0/1) 
after  each  month  of  study  (see  Self-help  in  the  Skills 
chapter),  and  also  after  every  12  hours  of  actual  reading. 
If  the  reader  is  successful,  he  or  she  may  continue  study 
without interruption. A failed roll indicates that the investi-
gator has not absorbed the information and they must continue 
their study (rolling immediately",You are a helpful AI assistant.
What type of roll must a player do to cast a spell?,A Hard POW roll,9,"In most cases, to cast a spell the player must make a 
Sanity roll (if the spell requires a Sanity point payment) or 
a  POW  roll  (if  it  does  not).  Additional  requirements 
may be set by the Keeper; for example, a roll may be required 
on the cultist’s INT or EDU. 

The  player  should  be  provided  with  a  description 
of the spell’s effect from the spell description. However, the 
actual damage, Sanity loss, or other outcome is determined 
using the rules for spells and magic in the game. 

The  caster  also  rolls  dice  to  determine  the  number 
of  magic  points  expended  and  the  number  of  Sanity 
points  sacrificed,  as  noted  on  the  chart  for  that  parti-
cular spell. The Keeper should emphasize that the caster is 
essentially  sacrificing  Sanity  points  and  magic  points, 
and  that  the  spell  will  not  work  if  sufficient  magic points 
and Sanity points are not expended. 

The Keeper should take care to describe the spell’s effect 
",You are a helpful AI assistant.
