question,answer,chapter,generated_answer,system_prompt
What is the hypnosis skill?,"It is the ability to induce another person in a trancelike state, which allows the person to relax and recall memories that were forgotten. The limits of the skill during the game are decided by the Keeper, for example if the player is able to use the skill on an unwilling target.",4,"Hypnosis is a state of focused attention, deep relaxation, and heightened suggestibility characterized by an altered state of consciousness. It is often used in therapeutic settings to help individuals access and change subconscious thoughts, feelings, and behaviors.

During hypnosis, a person is typically guided by a trained hypnotherapist or self-induced through self-hypnosis techniques. The goal is to access the subconscious mind, where thoughts, emotions, and memories are stored, and make positive changes to improve various aspects of life, such as:

1. **Anxiety and stress management**: Hypnosis can help reduce anxiety, fear, and stress by teaching relaxation techniques and reprogramming negative thought patterns.
2. **Pain management**: Hypnosis can help alleviate chronic pain, manage pain associated with medical procedures, and reduce discomfort during recovery.
3. **Sleep improvement**: Hypnosis can help individuals overcome insomnia, sleep disorders, and improve sleep quality.
4. **Smoking cessation**: Hypnosis can help individuals quit smoking by addressing the underlying psychological and emotional factors that contribute to nicotine addiction.
5. **Weight management**: Hypnosis can help individuals develop healthy eating habits, improve self-esteem, and maintain a healthy weight.
6. **Performance enhancement**: Hypnosis can improve focus, concentration, and confidence",You are a helpful AI assistant.
Who decides the difficulty level of a skill roll?,The Keeper,5,"In many tabletop role-playing games (RPGs), the difficulty level of a skill roll is typically determined by the game master (GM) or the game's rules. The GM is usually the narrator and referee of the game, and they decide how challenging a task is based on the game's setting, the characters' abilities, and the story.

In general, the difficulty level of a skill roll can be influenced by several factors, including:

1. **The GM's discretion**: The GM has the final say in determining the difficulty level of a task. They can adjust the difficulty based on the story, the characters' abilities, and the game's setting.
2. **The game's rules**: The game's rules may provide guidelines for determining difficulty levels, such as using a specific number or a formula to calculate the difficulty.
3. **The task's description**: The task's description can provide clues about its difficulty level. For example, a task described as ""easy"" or ""simple"" is likely to be less challenging than one described as ""difficult"" or ""treacherous.""
4. **The character's abilities**: The character's skills, abilities, and equipment can affect the difficulty level of a task. For example, a character with a high skill",You are a helpful AI assistant.
What are the consequences of a successful Pushed Roll?,"The goal of the player are achieved as it would have been with the original role, without further consequences",5,"In the context of tabletop role-playing games, particularly Dungeons & Dragons, a ""Pushed Roll"" is a mechanic used to resolve conflicts or challenges. When a character's roll equals or exceeds a certain threshold, they may be able to push their roll, which can have various consequences depending on the game system and the specific situation.

The consequences of a successful Pushed Roll can vary, but here are some common outcomes:

1. **Advantage or Bonus**: The character gains an advantage or bonus to their roll, such as increased damage, improved accuracy, or enhanced effects.
2. **Increased Effectiveness**: The character's action becomes more effective, such as dealing more damage, moving farther, or affecting a larger area.
3. **Additional Effects**: The character may trigger additional effects, such as triggering a special ability, summoning an ally, or creating a new opportunity.
4. **Critical Hit**: In some cases, a Pushed Roll can result in a critical hit, which can deal maximum damage or have a significant impact on the situation.
5. **Improved Outcome**: The character's outcome is improved, such as succeeding where they might have failed, or achieving a better result than expected.
6. **New Opportunities**: A Pushed Roll can create new opportunities,",You are a helpful AI assistant.
What happens when a player must use more than one skill?,"The Keeper decides if the player must roll a dice for each skill, or roll the dice only once. In the latter case, player makes only one dice roll and then applies the result to each of the skills",5,"When a player must use more than one skill in a game or a situation, it's often referred to as a ""multiskill"" or ""multitasking"" scenario. Here are some possible outcomes:

1. **Combining skills**: In some cases, the player can combine multiple skills to achieve a more complex outcome. For example, a character with both magic and combat skills might use magic to weaken an enemy and then use their combat skills to finish them off.
2. **Prioritizing skills**: The player may need to prioritize which skills to use first, depending on the situation. For instance, in a puzzle game, a player might need to use their problem-solving skills to figure out a puzzle, and then use their memory skills to recall the solution.
3. **Switching between skills**: In some games, the player can switch between different skills quickly, such as in a fighting game where a character can switch between different fighting styles or special moves.
4. **Overlapping skills**: In some cases, the player's skills may overlap or complement each other, allowing them to perform a more complex action. For example, a character with both stealth and hacking skills might use stealth to sneak past a guard and then use their hacking skills to disable a security system",You are a helpful AI assistant.
What are the optional rules of the game system?,There are two optional rules: Spending Luck and Recovering Luck Points,5,"You're referring to the optional rules in a game system. There are many game systems, so I'll provide a general overview of optional rules that are commonly found in various tabletop role-playing games (RPGs) and other game systems.

Optional rules can enhance gameplay, add complexity, or provide additional depth to the game. They are not required to play the game, but they can be used to create a more immersive experience or to cater to specific player preferences. Here are some examples of optional rules:

1. **Character Backgrounds**: Players can create detailed backgrounds for their characters, including their history, personality, and relationships. This adds depth to the character and can influence gameplay.
2. **Skill Specializations**: Players can specialize in specific skills or areas of expertise, allowing them to excel in those areas and gain bonuses or advantages.
3. **Equipment Customization**: Players can customize their equipment, such as choosing specific materials, enchantments, or modifications, which can affect the item's performance or appearance.
4. **Magic Systems**: Optional magic systems can include rules for spellcasting, spellcasting limitations, and magical item creation.
5. **Combat Maneuvers**: Players can use special combat maneuvers, such as grappling, tripping, or disarming opponents, which",You are a helpful AI assistant.
What is a Combat Round?,It is a unit of time in which each player can perform at least one action during combat.,6,"A combat round is a unit of time used in various forms of combat, particularly in military and martial arts contexts. It is a standard period of time during which a specific sequence of actions or events occurs, such as the exchange of blows, the execution of a technique, or the resolution of a confrontation.

In combat sports like boxing, mixed martial arts (MMA), and fencing, a round typically lasts for a set duration, usually 1-3 minutes, with a brief rest period (called a ""rest"" or ""intermission"") in between rounds. The duration of a round can vary depending on the specific sport or competition.

In a combat scenario, a round might refer to a specific sequence of actions or events, such as:

1. A round of gunfire, where a group of soldiers or a single shooter fires a set number of shots.
2. A round of hand-to-hand combat, where two or more individuals engage in a physical confrontation.
3. A round of a martial arts match, where competitors exchange techniques and strategies.

In general, the term ""round"" implies a cyclical or repetitive pattern of action, with each round building upon the previous one, often with a clear beginning, middle, and end.

In other contexts, a combat round might",You are a helpful AI assistant.
"If more than one combatants want to attack, who has the right to attack first?","The combatant with the highest DEX. In case of draw, the combatant with highest combat skill",6,"In general, the rules of engagement and the laws of war dictate who has the right to attack first in a combat situation. Here are some possible scenarios:

1.  **Self-defense**: In a situation where one party is being attacked or threatened, the right to self-defense is widely recognized. The party under attack has the right to defend themselves, and in some cases, they may be able to initiate an attack to protect themselves or others.
2.  **First strike**: In some cases, the party that initiates the attack may be considered the aggressor. However, the laws of war and international law often permit the attacked party to respond with force to defend themselves.
3.  **Preemptive strike**: In certain situations, a party may be allowed to launch a preemptive strike to prevent an imminent attack. This is often subject to international law and the specific circumstances of the situation.
4.  **Initiative in a declared war**: In a declared war, the party that declares war may be considered to have the right to initiate the first attack. However, this is subject to the laws of war and the specific terms of the declaration of war.
5.  **Rules of engagement**: In military operations, the rules of engagement (ROE) dictate",You are a helpful AI assistant.
In which situation is a character allowed to escape a close combat?,The character must have no physical restrains and have an escape route,6,"In close combat, a character is typically allowed to escape in the following situations:

1.  **When they are wounded or injured**: If a character is wounded or injured, they may be allowed to retreat or escape from the combat to receive medical attention and recover.
2.  **When they are outnumbered or outmatched**: If a character is significantly outnumbered or outmatched by their opponents, they may be allowed to retreat or escape to avoid being overwhelmed or killed.
3.  **When they have completed their mission or objective**: If a character has completed their mission or objective, they may be allowed to escape from the combat to report back to their allies or superiors.
4.  **When they are ordered to retreat**: If a character is ordered to retreat by their commanding officer or leader, they are typically expected to comply and escape from the combat.
5.  **When they are in a defensive position**: If a character is in a defensive position, such as a fortified position or a defensive perimeter, they may be allowed to escape from the combat if they are being overwhelmed or if their position is about to be breached.
6.  **When they have a tactical advantage**: If a character has a tactical advantage, such as a superior position, better equipment",You are a helpful AI assistant.
How is a firearm attack resolved?,A firearm attack is resolved with a 1D100 roll and compare the result with the Firearm skill of the attacking character. The difficulty level of the roll is determined by the range and other factors,6,"A firearm attack can be resolved through various means, depending on the specific circumstances and the jurisdiction in which it occurs. Here are some general steps that may be taken to resolve a firearm attack:

1.  **Law Enforcement Response**: If a firearm attack occurs, law enforcement agencies are typically the first to respond. They will secure the area, provide medical assistance if needed, and apprehend the perpetrator.
2.  **Medical Attention**: If anyone is injured, medical professionals will provide immediate attention to treat the wounds and stabilize the victims.
3.  **Investigation**: Law enforcement will conduct a thorough investigation to determine the cause of the attack, identify the perpetrator, and gather evidence.
4.  **Arrest and Prosecution**: If the perpetrator is identified, they will be arrested and charged with relevant crimes, such as assault, attempted murder, or murder.
5.  **Trial**: The case will be taken to court, where the prosecution will present evidence to prove the perpetrator's guilt. The defendant will have the opportunity to defend themselves.
6.  **Sentencing**: If the perpetrator is found guilty, they will be sentenced according to the laws of the jurisdiction. This may involve imprisonment, fines, or other penalties.
7.  **Victim Support**: The",You are a helpful AI assistant.
How does a character recover from a major wound when the Major Wound box is checked?,"The players performs a CON roll. If it is successful, 1D3 hit points are recovered. In case of Extreme success, 2D3 hit points are recovered.",6,"In the context of Dungeons & Dragons (D&D), when a character's Major Wound box is checked, it indicates that the character has suffered a severe injury. The recovery process can vary depending on the specific rules being used, but here's a general outline:

1. **Stabilization**: The character is stabilized by a medical professional, such as a cleric or a skilled healer, who applies first aid and stabilizes the wound.
2. **Rest and Treatment**: The character is given time to rest and receive treatment. This can include applying bandages, administering medicine, or performing surgery.
3. **Healing**: The character begins to heal, with the severity of the wound and the character's Constitution score influencing the rate of healing. A character with a higher Constitution score will heal faster.
4. **Hit Point Recovery**: The character regains hit points equal to a certain amount, usually 1d8 + the character's Constitution modifier per day. This can be a gradual process, with the character regaining hit points over time.
5. **Additional Complications**: Depending on the severity of the wound, the character may experience additional complications, such as infection, organ damage, or long-term effects like scars or disabilities.

The exact recovery process can be influenced",You are a helpful AI assistant.
Can you provide a short description of how a Chase takes place?,"A chase take place when the participants have an escape route. The Keeper positions the participants, decided the order of play and how many movements each participant can make in each turn. At the beginning each participant makes a CON roll to adjust their MOV rating. Then, at each round of the chase the participants act in DEX order, and move a number of locations based on their MOV rating. In some cases attacks can also be performed. The Keeper can add hazards and barriers to the chase as well.",7,"A chase can take many forms, depending on the context, but I'll provide a general description of a typical chase scenario.

A chase is a pursuit of someone or something, often involving a sequence of events where one entity (the pursuer) tries to catch up to or overtake another entity (the pursued). Here's a general outline:

1. **Initiation**: The chase begins when the pursuer becomes aware of the pursued's location, often due to a trigger such as a crime, a mistake, or a deliberate action.
2. **Pursuit**: The pursuer sets out to catch up to the pursued, often using various means such as vehicles, foot, or other modes of transportation.
3. **Evasion**: The pursued attempts to evade the pursuer, using tactics like hiding, changing direction, or using obstacles to slow down the pursuer.
4. **Chase sequence**: The pursuer and pursued engage in a back-and-forth sequence of actions, with the pursuer trying to close the distance and the pursued trying to maintain their lead.
5. **Confrontation**: The chase culminates in a confrontation between the pursuer and the pursued, which can result in various outcomes, such as capture, escape, or a standoff",You are a helpful AI assistant.
What is a speed roll used for during a chase?,It is used to adjust the participant MOV rating for the whole duration of the chase,7,"In various contexts, a ""speed roll"" can refer to different things, but in the context of a chase, it typically means a maneuver where a vehicle, usually a car, rapidly turns or rotates around its vertical axis while maintaining its forward speed. This is often done to quickly change direction, avoid obstacles, or evade pursuers.

In racing and drifting, a speed roll is a technique used to maintain traction and control while cornering at high speeds. It involves intentionally oversteering or understeering, causing the rear or front wheels to lose traction, and then quickly recovering by applying the correct amount of power and steering input.

In a chase scenario, a speed roll might be used by a pursued vehicle to shake off a pursuer or by a law enforcement vehicle to maintain control while pursuing a suspect. However, this is not a recommended or safe driving technique in real-life situations, as it can be hazardous and increase the risk of accidents.

In video games, a speed roll is often used as a gameplay mechanic to allow players to quickly change direction or evade obstacles while maintaining speed.",You are a helpful AI assistant.
How many movements can a chase participant take per round?,"Each participant can take one movement action per round, plus the difference between his movement rating and the movement rating of the slowest chase participant",7,"In the game of chess, a player can move one piece per turn.",You are a helpful AI assistant.
What methods can the Keeper use to create obstacles and hazards during a chase?,"The Keeper can decide using his own imagination, or do that randomly using a 1D100 roll.",7,"In the context of a chase, the Keeper (usually referring to a Dungeon Master or Game Master in tabletop role-playing games like Dungeons & Dragons) can employ various methods to create obstacles and hazards to challenge the players. Here are some techniques:

1. **Environmental Hazards**: The Keeper can describe natural obstacles like:
	* Treacherous terrain (e.g., steep cliffs, quicksand, or raging rivers).
	* Inclement weather (e.g., storms, blizzards, or heatwaves).
	* Natural disasters (e.g., earthquakes, landslides, or wildfires).
2. **Traps and Puzzles**: The Keeper can set up:
	* Mechanical traps (e.g., falling rocks, spiked walls, or poison darts).
	* Puzzles that require problem-solving to bypass (e.g., riddles, pressure plates, or sliding doors).
	* Illusions or hallucinations to confuse or mislead the players.
3. **Creatures and Enemies**: The Keeper can introduce:
	* Hostile creatures (e.g., monsters, bandits, or wild beasts).
	* Allies or neutral entities that can aid or hinder the players (e.g., friendly NPCs, rival factions, or neutral entities like merchants or travelers).
",You are a helpful AI assistant.
How are vehicle damages computed after a collision?,By rolling a 1D6 to compute build damage. A delay of the vehicle can also be computed costing a 1D3 movement action,7,"Vehicle damages after a collision are typically computed using a combination of visual inspections, repair estimates, and industry-standard pricing guides. Here's a step-by-step overview of the process:

1. **Initial Assessment**: The first step is to assess the extent of the damage. This is usually done by the insurance adjuster or a claims adjuster, who evaluates the vehicle's condition and identifies the areas that need repair.
2. **Visual Inspection**: A thorough visual inspection is conducted to identify the type and extent of damage. This includes checking for dents, scratches, broken glass, and other visible damage.
3. **Estimate Preparation**: The adjuster or repair shop prepares an estimate of the repairs needed, including the cost of parts, labor, and any additional services required (e.g., rental car, towing).
4. **Estimate Calculation**: The estimate is calculated using industry-standard pricing guides, such as the National Automobile Dealers Association (NADA) guide or the Automotive Body Repair Analysis (ABRA) guide. These guides provide a standardized pricing system for parts and labor.
5. **Parts Pricing**: The cost of replacement parts is calculated based on the guide's pricing. This includes the cost of new or used parts, depending on the insurance company's policy.
6.",You are a helpful AI assistant.
What state of insanity exist in the game?,"There are three states of insanity: temporary, indefinite and permanent.",8,"In the game, there are several states of insanity that can be encountered. Some of these include:

1.  **Sanity**: This is the normal state of the character, where they are fully aware of their surroundings and have a clear mind.
2.  **Insanity**: This state occurs when the character's sanity is reduced to zero, causing them to become completely unhinged and lose control of their actions.
3.  **Near Insanity**: This state occurs when the character's sanity is low, causing them to become disoriented and experience hallucinations.
4.  **Sanity Shift**: This state occurs when the character's sanity is reduced, causing them to shift between different sanity states rapidly.
5.  **Sanity Break**: This state occurs when the character's sanity is severely reduced, causing them to experience a complete mental breakdown.

These states can be triggered by various factors, such as encountering supernatural entities, experiencing traumatic events, or engaging in certain activities. The specific states and their effects may vary depending on the game.",You are a helpful AI assistant.
How many Sanity points must an investigator loose to become temporary insane?,Five or more,8,"In the popular board game ""Arkham Horror,"" Sanity points are a crucial aspect of gameplay. Losing Sanity points can lead to temporary insanity, which can have various effects on the investigator's abilities and interactions with the game world.

In Arkham Horror, an investigator starts with 0 Sanity points. They can gain Sanity points by resolving certain events or using specific items, but they can also lose Sanity points by encountering terrifying events, investigating mysteries, or experiencing other traumatic events.

The exact number of Sanity points an investigator must lose to become temporarily insane varies depending on the specific game scenario or house rule being used. However, in the standard Arkham Horror rules, an investigator typically becomes temporarily insane when their Sanity points drop to 0.

When an investigator's Sanity points reach 0, they become temporarily insane, which can lead to various effects, such as:

1.  The investigator must discard a skill token.
2.  The investigator is unable to perform certain actions or use specific skills.
3.  The investigator may experience other penalties or effects, depending on the specific game scenario.

It's worth noting that some investigators may have a higher or lower Sanity threshold for becoming temporarily insane, depending on their unique abilities or traits. Additionally, some game scenarios or expansions may introduce new mechanics",You are a helpful AI assistant.
How is it decided how many hours temporary insanity lasts?,By rolling a 1D10. The results of the roll provides the number of hours of insanity,8,"The concept of temporary insanity, also known as the ""insanity defense,"" is a legal doctrine that allows a defendant to argue that they were not responsible for their actions due to a mental disorder or defect at the time of the crime. The duration of temporary insanity is not strictly defined and can vary depending on the jurisdiction and the specific circumstances of the case.

In the United States, the Model Penal Code, which is a widely adopted code that provides a framework for criminal law, defines the insanity defense as follows:

""A person is not responsible for criminal conduct if at the time of such conduct, as a result of a mental disease or defect, he lacks substantial capacity either to appreciate the wrongfulness of his conduct or to conform his conduct to the requirements of the law.""

The duration of temporary insanity is not explicitly stated in the Model Penal Code, but courts have developed various standards to determine when a defendant's mental state was sufficiently impaired to justify an insanity defense.

Some factors that courts consider when determining the duration of temporary insanity include:

1. **The nature and severity of the mental disorder**: The more severe the disorder, the longer the duration of temporary insanity may be considered.
2. **The defendant's behavior and actions**: If the defendant's behavior was consistent with a mental disorder,",You are a helpful AI assistant.
What is the best way to recover from Indefinite Insanity?,The best way to recover is through private care or home care,8,"I'm assuming you're referring to the concept of ""indefinite insanity"" as a plot device or a fictional condition, rather than a real medical or psychological condition. In that case, I'll provide a hypothetical response.

If we're talking about a fictional scenario where a character or individual is experiencing ""indefinite insanity,"" it's essential to note that this is not a real condition and should not be taken as medical advice.

That being said, if we're looking at a narrative or fictional context, here are some general steps that might help a character recover from such a condition:

1.  **Seek professional help**: In a fictional context, the character might benefit from seeking help from a therapist, counselor, or a trusted authority figure who can provide guidance and support.
2.  **Grounding techniques**: The character might use grounding techniques, such as deep breathing, meditation, or physical activities like walking or yoga, to help them focus on the present moment and calm their mind.
3.  **Social support**: Surrounding themselves with loved ones, friends, or a support group can provide emotional support and help the character feel less isolated.
4.  **Self-care**: Engaging in activities that bring joy and relaxation, such as hobbies, reading, or creative",You are a helpful AI assistant.
How many language skill ticks should be awarded when an investigator conducts a full study of a tome in that language?,One,9,"In the popular tabletop role-playing game Dungeons & Dragons, when an investigator conducts a full study of a tome in a language they don't understand, they should award themselves a Linguistics check. 

The number of skill checks required to decipher the text depends on the language's complexity and the investigator's proficiency in the language. 

Typically, a DC (Difficulty Class) of 15 is set for deciphering a text in a language the investigator is not familiar with.",You are a helpful AI assistant.
How can a character learn a spell?,"There are three main ways to learn a spell: from a Mythos book, from another player, or from a Mythos entity",9,"In the realm of fantasy and fiction, learning a spell can be a fascinating and complex process. Here's a general outline of how a character might learn a spell:

1.  **Discovery**: The character may stumble upon an ancient tome, a mysterious artifact, or a wise mentor who teaches them about the spell. This can be a magical text, a cryptic message, or a hidden knowledge passed down through generations.
2.  **Understanding the basics**: The character must comprehend the fundamental principles of magic, such as the elements, energies, and forces involved. This might involve studying the properties of magic, its limitations, and the risks associated with its use.
3.  **Gathering ingredients and materials**: Depending on the spell, the character may need to collect specific ingredients, such as rare herbs, gemstones, or magical components. These items can be found in various locations, like enchanted forests, ancient ruins, or hidden caves.
4.  **Practicing and experimenting**: The character will likely need to practice the spell repeatedly, experimenting with different techniques, incantations, and gestures. This process can be time-consuming and may involve trial and error, as the character learns to control the spell's effects.
5.  **Mentorship and guidance",You are a helpful AI assistant.
What type of roll must a player do to cast a spell?,A Hard POW roll,9,"In many tabletop role-playing games, particularly in the Dungeons & Dragons (D&D) series, a player typically needs to perform a specific action to cast a spell. The most common actions associated with casting a spell are:

1. **Rolling an Intelligence check**: In D&D 5th edition, players usually roll an Intelligence check to cast a spell. This is because Intelligence is the ability score associated with magical knowledge and spellcasting.
2. **Rolling a Spell Attack**: If the spell requires an attack roll, the player rolls a d20 (a 20-sided die) and adds their spellcasting ability modifier (usually Intelligence or Wisdom) to the roll. The target's Armor Class (AC) is then compared to the result.
3. **Rolling a Dexterity check**: In some cases, a Dexterity check might be required, especially for spells that involve physical actions like casting a spell while moving or in a specific environment.

However, the specific action required to cast a spell can vary depending on the game system, the type of spell, and the game master's discretion.",You are a helpful AI assistant.
