question,answer,chapter,generated_answer,system_prompt
"If more than one combatants want to attack, who has the right to attack first?","The combatant with the highest DEX. In case of draw, the combatant with highest combat skill",6,The combatant with the highest DEX (highest Dexterity) goes first.,You are a helpful AI assistant.
In which situation is a character allowed to escape a close combat?,The character must have no physical restrains and have an escape route,6,If the character is able to flee the combat.,You are a helpful AI assistant.
How is a firearm attack resolved?,A firearm attack is resolved with a 1D100 roll and compare the result with the Firearm skill of the attacking character. The difficulty level of the roll is determined by the range and other factors,6,A firearm attack is resolved with a roll against the attacker’s Firearms skill.,You are a helpful AI assistant.
How does a character recover from a major wound when the Major Wound box is checked?,"The players performs a CON roll. If it is successful, 1D3 hit points are recovered. In case of Extreme success, 2D3 hit points are recovered.",6,The character is dying and will die unless First Aid is administered.,You are a helpful AI assistant.
Can you provide a short description of how a Chase takes place?,"A chase take place when the participants have an escape route. The Keeper positions the participants, decided the order of play and how many movements each participant can make in each turn. At the beginning each participant makes a CON roll to adjust their MOV rating. Then, at each round of the chase the participants act in DEX order, and move a number of locations based on their MOV rating. In some cases attacks can also be performed. The Keeper can add hazards and barriers to the chase as well.",7,A chase is a sequence of locations in which the fleeing character has a choice of where to go next.,You are a helpful AI assistant.
What is a speed roll used for during a chase?,It is used to adjust the participant MOV rating for the whole duration of the chase,7,To determine the order of the chase.,You are a helpful AI assistant.
How many movements can a chase participant take per round?,"Each participant can take one movement action per round, plus the difference between his movement rating and the movement rating of the slowest chase participant",7,1,You are a helpful AI assistant.
What methods can the Keeper use to create obstacles and hazards during a chase?,"The Keeper can decide using his own imagination, or do that randomly using a 1D100 roll.",7,The Keeper can place hazards and barriers as required.,You are a helpful AI assistant.
How are vehicle damages computed after a collision?,By rolling a 1D6 to compute build damage. A delay of the vehicle can also be computed costing a 1D3 movement action,7,The vehicle's build is reduced by the amount of damage it takes.,You are a helpful AI assistant.
What state of insanity exist in the game?,"There are three states of insanity: temporary, indefinite and permanent.",8,"Temporary, indefinite, and permanent insanity.",You are a helpful AI assistant.
How many Sanity points must an investigator loose to become temporary insane?,Five or more,8,1D6 Sanity points,You are a helpful AI assistant.
How is it decided how many hours temporary insanity lasts?,By rolling a 1D10. The results of the roll provides the number of hours of insanity,8,The Keeper decides,You are a helpful AI assistant.
What is the best way to recover from Indefinite Insanity?,The best way to recover is through private care or home care,8,A successful Psychoanalysis roll.,You are a helpful AI assistant.
How many language skill ticks should be awarded when an investigator conducts a full study of a tome in that language?,One,9,1D6,You are a helpful AI assistant.
How can a character learn a spell?,"There are three main ways to learn a spell: from a Mythos book, from another player, or from a Mythos entity",9,By reading a tome.,You are a helpful AI assistant.
What type of roll must a player do to cast a spell?,A Hard POW roll,9,A skill roll,You are a helpful AI assistant.
What happens when a spell casting roll fails?,"The caster must pay Magic points, Sanity Points and/or POW, multiplied by 1D6",9,The caster suffers a penalty die on the next attack roll or skill roll.,You are a helpful AI assistant.
What information is advised that the Keeper gives to the players before they create their investigators?,"The date and location of the player scenario, a basic description of the beginning of the scenario, professions suitable for the scenario, and suggestions on how the investigator know each other",10,The Keeper should give the players some information about the world in which the game is set.,You are a helpful AI assistant.
What are NPCs?,NPCs are Non-player characters that are controlled by the Keeper,10,Non-player characters,You are a helpful AI assistant.
What is an Idea Roll?,"It is a roll that allows players to get a clue, and that decides how they get this clue",10,An Idea roll is a dice roll used to determine if a player's investigator gains an idea about what to do next.,You are a helpful AI assistant.
What are the Mythos Tomes,"They are books of arcane wisdom, secret and magic",11,Books of arcane lore that hold the secrets of the Cthulhu Mythos.,You are a helpful AI assistant.
What is the Mythos rating of the Celaeno Fragments?,27,11,Mythos Rating: 12,You are a helpful AI assistant.
When was the Key of Solomon written?,In the 14th century AD,11,c. 300 AD,You are a helpful AI assistant.
What are the main spell classes?,"Dismiss Spells, Contact Spells and Enchantment Spells",12,"Divided into four main classes: Call, Contact, Summon, and Banish.",You are a helpful AI assistant.
How long does a Banishment of Yde Etad spell last at minimum?,1 hour,12,1D10 rounds,You are a helpful AI assistant.
What is the cost of a Bless Blade?,5 POW and 1D4 sanity points,12,1 magic point per 10 points of damage,You are a helpful AI assistant.
Which spell can a cultist use to get in touch with alien races?,The Contact Spell,12,Contact Spells,You are a helpful AI assistant.
Who uses Carotid Toxin?,Serpent people,13,The hounds of Tindalos,You are a helpful AI assistant.
What is a Temporal Communicator?,It is an artifact that allows Yithians to communicate with entities that have contacted the artifact in time and space,13,A device that can send and receive messages through time,You are a helpful AI assistant.
What characteristics are typically possessed by monsters and beasts?,"STR, CON, SIZ, POW, INT, DEX",14,Monsters and beasts are not limited by the same rules as humans.,You are a helpful AI assistant.
What is the range of build value for a human?,From -2 to +2,14,0 to 1,You are a helpful AI assistant.
What is a Crawling One composed of?,Worms,14,"A mass of writhing, pulsing, iridescent worms.",You are a helpful AI assistant.
What is the average STR of the Elder Thing?,190,14,STR 200,You are a helpful AI assistant.
When do Clayton and Harris run into the forest in the 'Amidst the Ancient Trees' scenario?,On June 19th 1925,15,"At night, after a long day of walking.",You are a helpful AI assistant.
