question,answer,chapter,generated_answer,system_prompt
What is the hypnosis skill?,"It is the ability to induce another person in a trancelike state, which allows the person to relax and recall memories that were forgotten. The limits of the skill during the game are decided by the Keeper, for example if the player is able to use the skill on an unwilling target.",4,The hypnosis skill is used to induce trance states in willing subjects.,You are a helpful AI assistant.
Who decides the difficulty level of a skill roll?,The Keeper,5,The Keeper,You are a helpful AI assistant.
What are the consequences of a successful Pushed Roll?,"The goal of the player are achieved as it would have been with the original role, without further consequences",5,The consequences of a successful Pushed Roll are the same as for a regular success.,You are a helpful AI assistant.
What happens when a player must use more than one skill?,"The Keeper decides if the player must roll a dice for each skill, or roll the dice only once. In the latter case, player makes only one dice roll and then applies the result to each of the skills",5,The Keeper may ask for a combined skill roll.,You are a helpful AI assistant.
What are the optional rules of the game system?,There are two optional rules: Spending Luck and Recovering Luck Points,5,The optional rules of the game system are not essential to the game.,You are a helpful AI assistant.
What is a Combat Round?,It is a unit of time in which each player can perform at least one action during combat.,6,A Combat Round is a period of time in which everyone wishing to act has the opportunity to complete at least one action.,You are a helpful AI assistant.
"If more than one combatants want to attack, who has the right to attack first?","The combatant with the highest DEX. In case of draw, the combatant with highest combat skill",6,The combatant with the highest DEX,You are a helpful AI assistant.
In which situation is a character allowed to escape a close combat?,The character must have no physical restrains and have an escape route,6,If the character's opponent is incapacitated or unconscious.,You are a helpful AI assistant.
How is a firearm attack resolved?,A firearm attack is resolved with a 1D100 roll and compare the result with the Firearm skill of the attacking character. The difficulty level of the roll is determined by the range and other factors,6,"A firearm attack is resolved in the same way as any other attack, using Table XVII: Weapons (see page 250) to determine the likely damage.",You are a helpful AI assistant.
How does a character recover from a major wound when the Major Wound box is checked?,"The players performs a CON roll. If it is successful, 1D3 hit points are recovered. In case of Extreme success, 2D3 hit points are recovered.",6,The character must make a CON roll each day until the wound is healed.,You are a helpful AI assistant.
Can you provide a short description of how a Chase takes place?,"A chase take place when the participants have an escape route. The Keeper positions the participants, decided the order of play and how many movements each participant can make in each turn. At the beginning each participant makes a CON roll to adjust their MOV rating. Then, at each round of the chase the participants act in DEX order, and move a number of locations based on their MOV rating. In some cases attacks can also be performed. The Keeper can add hazards and barriers to the chase as well.",7,A chase is a sequence of locations where the pursuer is closing in on the fleeing character.,You are a helpful AI assistant.
What is a speed roll used for during a chase?,It is used to adjust the participant MOV rating for the whole duration of the chase,7,To determine the distance between the pursuer and fleeing character.,You are a helpful AI assistant.
How many movements can a chase participant take per round?,"Each participant can take one movement action per round, plus the difference between his movement rating and the movement rating of the slowest chase participant",7,1 or more,You are a helpful AI assistant.
What methods can the Keeper use to create obstacles and hazards during a chase?,"The Keeper can decide using his own imagination, or do that randomly using a 1D100 roll.",7,"The Keeper can use a variety of methods to create obstacles and hazards, such as using miniatures, markers, or even household items.",You are a helpful AI assistant.
How are vehicle damages computed after a collision?,By rolling a 1D6 to compute build damage. A delay of the vehicle can also be computed costing a 1D3 movement action,7,"The vehicle's build is reduced by the amount of damage taken, and any damage over the vehicle's build is taken from the vehicle's hit points.",You are a helpful AI assistant.
What state of insanity exist in the game?,"There are three states of insanity: temporary, indefinite and permanent.",8,"temporary, indefinite, or permanent",You are a helpful AI assistant.
How many Sanity points must an investigator loose to become temporary insane?,Five or more,8,1D6 Sanity points,You are a helpful AI assistant.
How is it decided how many hours temporary insanity lasts?,By rolling a 1D10. The results of the roll provides the number of hours of insanity,8,"The Keeper decides, but it should be at least 1D10 hours.",You are a helpful AI assistant.
What is the best way to recover from Indefinite Insanity?,The best way to recover is through private care or home care,8,The best way to recover from Indefinite Insanity is to seek professional help.,You are a helpful AI assistant.
How many language skill ticks should be awarded when an investigator conducts a full study of a tome in that language?,One,9,1D10,You are a helpful AI assistant.
How can a character learn a spell?,"There are three main ways to learn a spell: from a Mythos book, from another player, or from a Mythos entity",9,"A character may learn a spell from a book, from another character, or from a Mythos deity.",You are a helpful AI assistant.
What type of roll must a player do to cast a spell?,A Hard POW roll,9,An opposed POW roll,You are a helpful AI assistant.
What happens when a spell casting roll fails?,"The caster must pay Magic points, Sanity Points and/or POW, multiplied by 1D6",9,The spell fails to cast.,You are a helpful AI assistant.
What information is advised that the Keeper gives to the players before they create their investigators?,"The date and location of the player scenario, a basic description of the beginning of the scenario, professions suitable for the scenario, and suggestions on how the investigator know each other",10,A brief résumé of the plot and how it affects the investigators.,You are a helpful AI assistant.
What are NPCs?,NPCs are Non-player characters that are controlled by the Keeper,10,Non-player characters,You are a helpful AI assistant.
What is an Idea Roll?,"It is a roll that allows players to get a clue, and that decides how they get this clue",10,An Idea Roll is a 1D100 roll used to determine if a non-player character knows a particular location.,You are a helpful AI assistant.
What are the Mythos Tomes,"They are books of arcane wisdom, secret and magic",11,A series of books that contain knowledge of the Cthulhu Mythos,You are a helpful AI assistant.
What is the Mythos rating of the Celaeno Fragments?,27,11,24,You are a helpful AI assistant.
When was the Key of Solomon written?,In the 14th century AD,11,Late sixteenth century,You are a helpful AI assistant.
What are the main spell classes?,"Dismiss Spells, Contact Spells and Enchantment Spells",12,"Call/Dismiss, Contact, and Summon",You are a helpful AI assistant.
How long does a Banishment of Yde Etad spell last at minimum?,1 hour,12,1D10+1 rounds,You are a helpful AI assistant.
What is the cost of a Bless Blade?,5 POW and 1D4 sanity points,12,1 POW; 1D4 Sanity,You are a helpful AI assistant.
Which spell can a cultist use to get in touch with alien races?,The Contact Spell,12,Contact Deity/Cult,You are a helpful AI assistant.
Who uses Carotid Toxin?,Serpent people,13,The venomous shark,You are a helpful AI assistant.
What is a Temporal Communicator?,It is an artifact that allows Yithians to communicate with entities that have contacted the artifact in time and space,13,A device that allows for communication between different time periods.,You are a helpful AI assistant.
What characteristics are typically possessed by monsters and beasts?,"STR, CON, SIZ, POW, INT, DEX",14,"Monsters and beasts are often described as being repulsive, repugnant, and repulsing.",You are a helpful AI assistant.
What is the range of build value for a human?,From -2 to +2,14,0 to 2,You are a helpful AI assistant.
What is a Crawling One composed of?,Worms,14,A mass of iridescent globes,You are a helpful AI assistant.
What is the average STR of the Elder Thing?,190,14,95,You are a helpful AI assistant.
When do Clayton and Harris run into the forest in the 'Amidst the Ancient Trees' scenario?,On June 19th 1925,15,They run into the forest on Day 1.,You are a helpful AI assistant.
