question,answer,chapter,generated_answer,system_prompt
What happens when a player must use more than one skill?,"The Keeper decides if the player must roll a dice for each skill, or roll the dice only once. In the latter case, player makes only one dice roll and then applies the result to each of the skills",5,"In many games, particularly tabletop role-playing games (RPGs) and video games, players often have to use multiple skills to overcome challenges or complete objectives. When a player must use more than one skill, it's common for the game to have rules or mechanics that govern how these skills interact with each other.

Here are some common ways games handle multiple skills:

1. **Skill Checks**: In tabletop RPGs, players often make separate skill checks for each relevant skill. For example, if a character needs to navigate a treacherous terrain, they might make a Survival check to avoid obstacles and a Perception check to spot potential hazards.
2. **Combining Skills**: Some games allow players to combine multiple skills to achieve a specific goal. For example, a character might use their Athletics skill to climb a wall and their Acrobatics skill to balance on the wall.
3. **Skill Synergy**: In some games, using multiple skills together can create a synergy effect, granting a bonus to the overall skill check. For example, a character might use their Charisma skill to persuade someone and their Persuasion skill to convince them to do something specific.
4. **Skill Overlap**: In some cases, multiple skills might overlap, and the player can choose which skill",You are a helpful AI assistant.
What are the optional rules of the game system?,There are two optional rules: Spending Luck and Recovering Luck Points,5,"You're referring to Dungeons & Dragons (D&D), a popular tabletop role-playing game. The game system has many optional rules that can be used to enhance gameplay, add complexity, or create a more immersive experience. Here are some of the most notable optional rules:

1. **Advantage and Disadvantage**: This rule allows players to gain or lose benefits in specific situations, such as fighting in a difficult terrain or having a skill that's relevant to the situation.
2. **Critical Hits and Fumbles**: This rule adds an extra layer of excitement to combat by introducing critical hits and fumbles, which can result in significant damage or unexpected outcomes.
3. **Second Wind**: This rule allows players to regain hit points in combat, giving them a second chance to fight back.
4. **Sneak Attack**: This rule allows rogues to deal extra damage when attacking from behind an enemy.
5. **Rage**: This rule allows barbarians to enter a state of fury in combat, increasing their damage output and resistance to damage.
6. **Darkvision**: This rule allows characters to see in the dark, which can be useful in low-light environments.
7. **Expertise**: This rule allows characters to specialize in a specific skill, making them more proficient",You are a helpful AI assistant.
What is a Combat Round?,It is a unit of time in which each player can perform at least one action during combat.,6,"A combat round is a unit of time used in various forms of combat, particularly in military and martial arts contexts. It is a standard time period used to measure the duration of a fight or a sequence of attacks and defenses.

In martial arts, a combat round is often used to structure a sparring session or a fight, allowing participants to take breaks and recover between rounds. The length of a combat round can vary depending on the specific martial art or the preferences of the participants, but it is typically between 1-3 minutes.

In combat sports, such as boxing and mixed martial arts (MMA), a combat round is a standard unit of time used to structure a fight. Each round is usually 3 minutes long, with a 1-minute rest period between rounds. The fight is typically divided into a set number of rounds, with the winner being determined by a combination of points, knockouts, or technical knockouts.

In video games, a combat round can refer to a single sequence of combat between two or more characters, often with a set time limit or a specific objective to complete.",You are a helpful AI assistant.
"If more than one combatants want to attack, who has the right to attack first?","The combatant with the highest DEX. In case of draw, the combatant with highest combat skill",6,"In various combat scenarios, the right to attack first can be determined by different rules or principles, depending on the context. Here are a few examples:

1. **First Strike Doctrine**: In some military doctrines, the first strike is often considered a strategic advantage. In this case, the side that initiates the attack first may have the right to attack first.
2. **Self-Defense**: In a self-defense scenario, the person or entity defending themselves has the right to attack first if they feel threatened or in imminent danger.
3. **Initiative**: In some combat sports, such as fencing or boxing, the side that initiates the attack is often considered to have the right to attack first.
4. **Rules of Engagement**: In military or law enforcement situations, the rules of engagement may dictate who has the right to attack first. For example, in a hostage situation, the police may have the right to attack first if they believe the hostage-taker is about to harm the hostage.
5. **International Law**: In international law, the right to attack first is often governed by the principle of self-defense or the right to defend oneself against an imminent attack. The United Nations Charter also allows for self-defense in response to an armed attack.
6. **Duelling",You are a helpful AI assistant.
In which situation is a character allowed to escape a close combat?,The character must have no physical restrains and have an escape route,6,"In close combat, a character is typically allowed to escape in the following situations:

1.  **When they are knocked prone or stunned**: If a character is knocked prone or stunned, they are considered incapacitated and can attempt to escape or retreat from the combat.
2.  **When they are disarmed or weaponless**: If a character is disarmed or loses their weapon, they may be able to escape or retreat from the combat.
3.  **When they are in a situation where they have the upper hand**: If a character is in a position where they have the upper hand, such as being behind their opponent or having a clear path to escape, they may be able to escape or retreat from the combat.
4.  **When they are in a situation where they are being attacked by multiple opponents**: If a character is being attacked by multiple opponents, they may be able to escape or retreat from the combat by creating distance between themselves and their opponents.
5.  **When they use a specific skill or ability**: Some characters may have skills or abilities that allow them to escape or retreat from combat, such as a character with a high agility score or a skill in acrobatics.
6.  **When they are in a situation where they are being",You are a helpful AI assistant.
How is a firearm attack resolved?,A firearm attack is resolved with a 1D100 roll and compare the result with the Firearm skill of the attacking character. The difficulty level of the roll is determined by the range and other factors,6,"A firearm attack, also known as a shooting or gun violence, is a serious and complex issue that requires a multi-faceted approach to resolve. The resolution process typically involves a combination of immediate response, investigation, and long-term measures. Here's a general outline of how a firearm attack is typically resolved:

**Immediate Response (0-60 minutes)**

1.  **Emergency Services Response**: First responders, such as police, paramedics, and firefighters, are dispatched to the scene to provide medical assistance, secure the area, and apprehend the perpetrator.
2.  **Medical Treatment**: Victims receive immediate medical attention to treat injuries and prevent further harm.
3.  **Scene Securing**: The area is secured to prevent further harm to people and to preserve evidence.

**Investigation (hours to days)**

1.  **Crime Scene Investigation**: Forensic experts collect and analyze evidence, such as shell casings, bullet fragments, and witness statements, to reconstruct the events surrounding the attack.
2.  **Witness Interviews**: Investigators interview witnesses, including victims, bystanders, and potential suspects, to gather information and piece together the events.
3.  **Perpetrator Identification**: Law enforcement agencies work to identify the perpetrator(s) and gather information about",You are a helpful AI assistant.
How does a character recover from a major wound when the Major Wound box is checked?,"The players performs a CON roll. If it is successful, 1D3 hit points are recovered. In case of Extreme success, 2D3 hit points are recovered.",6,"In the context of tabletop role-playing games, particularly Dungeons & Dragons (D&D), the Major Wound box is a mechanic used to track the severity of injuries sustained by a character. When a character's wound is marked as a Major Wound, it indicates that they have suffered a serious injury that requires significant recovery time.

To recover from a Major Wound, the character typically needs to spend time resting and receiving medical attention. The exact recovery process can vary depending on the game system and the specific rules being used. However, here are some general steps that a character might follow to recover from a Major Wound:

1. **Rest**: The character needs to rest for a certain amount of time, which can be measured in days, weeks, or even months, depending on the severity of the wound and the character's constitution. During this time, they may not be able to engage in any strenuous activities or participate in combat.
2. **Medical Attention**: The character may need to seek medical attention from a healer, a cleric, or a skilled medic. This can involve receiving treatment, such as bandaging, stitching, or applying poultices, to help the wound heal.
3. **Healing**: The character's wounds begin to heal, and they regain",You are a helpful AI assistant.
Can you provide a short description of how a Chase takes place?,"A chase take place when the participants have an escape route. The Keeper positions the participants, decided the order of play and how many movements each participant can make in each turn. At the beginning each participant makes a CON roll to adjust their MOV rating. Then, at each round of the chase the participants act in DEX order, and move a number of locations based on their MOV rating. In some cases attacks can also be performed. The Keeper can add hazards and barriers to the chase as well.",7,"A chase can be described in various contexts, but I'll provide a general overview of a chase in a few different scenarios:

1. **Physical Chase**: In a physical chase, one person or entity pursues another, often in a desperate attempt to catch up or overtake. This can occur in various settings, such as:
	* A police chase: A law enforcement officer or vehicle pursues a suspect or a vehicle that has committed a crime or is fleeing from the law.
	* A wild animal chase: A predator, such as a lion or a bear, chases its prey, like a deer or an antelope.
	* A sports chase: In sports like track and field, a runner or cyclist chases another competitor to overtake them and win the race.
2. **Chase in a Story or Movie**: In a narrative context, a chase can be a plot device used to create tension and suspense. This can involve:
	* A hero or protagonist being pursued by a villain or antagonist, often with the goal of escaping danger or achieving a goal.
	* A character being chased by a monster, ghost, or supernatural entity.
	* A high-stakes chase, such as a treasure hunt or a mission to retrieve a valuable item.
",You are a helpful AI assistant.
What is a speed roll used for during a chase?,It is used to adjust the participant MOV rating for the whole duration of the chase,7,"A speed roll is a technique used in various forms of martial arts, particularly in grappling and wrestling, as well as in some combat sports like Brazilian Jiu-Jitsu and submission wrestling. It's also used in some action movies and video games.

In a chase scenario, a speed roll is a movement technique where a person quickly rolls onto their back or side to avoid an attack or an obstacle, often while maintaining momentum and speed. This allows them to quickly change direction, evade a tackle or grab, and potentially counterattack.

To perform a speed roll, a person would:

1. Start by being in a standing or running position.
2. As they approach the obstacle or attacker, they would lower their center of gravity and bend their knees.
3. They would then quickly roll onto their back or side, using their arms to help control their movement.
4. As they roll, they would use their momentum to carry them forward, often in a different direction.
5. Once they've completed the roll, they would quickly get back to their feet or continue rolling to maintain their momentum.

The speed roll is an effective technique for evading attacks, creating distance, and regaining control in a chase scenario. It requires good timing, balance, and coordination, as well as a",You are a helpful AI assistant.
How many movements can a chase participant take per round?,"Each participant can take one movement action per round, plus the difference between his movement rating and the movement rating of the slowest chase participant",7,"In the game of Dungeons & Dragons (D&D), the number of movements a character can take per round is determined by their speed. 

In the 5th edition of D&D, a character's speed is typically measured in feet per turn. The standard movement speed for most characters is 30 feet. 

A character can move their speed in a straight line, and they can also use their bonus action to take a disengage or hide action, or to make a reaction. 

In addition to their movement, a character can also take a bonus action to perform certain actions, such as casting a cantrip, drawing or sheathing a weapon, or taking a disengage or hide action.",You are a helpful AI assistant.
What methods can the Keeper use to create obstacles and hazards during a chase?,"The Keeper can decide using his own imagination, or do that randomly using a 1D100 roll.",7,"In the context of the popular board game ""Dungeon World"" or similar tabletop RPGs, the Keeper (also known as the Game Master) can use various methods to create obstacles and hazards during a chase scene. Here are some ideas:

1. **Environmental Hazards**: Describe the terrain, weather, or environmental conditions that can hinder the players' progress. For example, a dense forest, a raging river, a steep cliff, or a treacherous mountain pass.
2. **Traps**: Set up traps that can slow down or harm the players, such as pitfalls, spiked walls, falling rocks, or poison darts.
3. **Enemies**: Introduce enemies that can attack the players, such as bandits, wild animals, or other creatures that inhabit the area.
4. **Illusions**: Create illusions that can confuse or disorient the players, making it difficult for them to navigate or track their quarry.
5. **Mirrors or Reflections**: Use mirrors or reflective surfaces to create a sense of disorientation or confusion, making it difficult for the players to determine which direction they're heading.
6. **Dead Ends**: Create dead ends or cul-de-sacs that force the players to backtrack or find an alternative route.
7. **Stealth",You are a helpful AI assistant.
How are vehicle damages computed after a collision?,By rolling a 1D6 to compute build damage. A delay of the vehicle can also be computed costing a 1D3 movement action,7,"Vehicle damage computation after a collision involves a thorough assessment of the damage to determine the extent of the repairs required. Here's a step-by-step guide on how it's typically computed:

1.  **Visual Inspection**: The first step is to visually inspect the vehicle to identify the extent of the damage. This includes checking for dents, scratches, broken glass, and any other visible damage.
2.  **Damage Classification**: The damage is then classified into one of the following categories:
    *   **Minor**: Cosmetic damage that doesn't affect the vehicle's safety or functionality.
    *   **Moderate**: Damage that affects the vehicle's safety or functionality, but can be repaired without major disassembly.
    *   **Major**: Severe damage that requires significant disassembly and repair.
3.  **Estimating Repair Costs**: The next step is to estimate the cost of repairs. This involves:
    *   **Labor Costs**: Calculating the time and cost of labor required to repair the damage.
    *   **Parts Costs**: Determining the cost of replacement parts, such as body panels, glass, or mechanical components.
    *   **Specialized Labor**: If specialized labor is required, such as welding or painting, this is also factored into the",You are a helpful AI assistant.
What state of insanity exist in the game?,"There are three states of insanity: temporary, indefinite and permanent.",8,"In the game, there are several states of insanity that can be explored. However, without more context about the specific game you're referring to, it's challenging to provide a precise answer. 

Some common states of insanity in games include:

1.  **Sanity System**: This is a mechanic found in many survival horror games, such as the Amnesia series, where the player's character's sanity decreases as they experience traumatic events or witness disturbing things. When sanity drops too low, the character may experience hallucinations, become disoriented, or even lose control.

2.  **Insanity Meter**: This is a similar concept to the sanity system but is often used in other types of games, such as action-adventure or role-playing games. When the player's character's sanity meter drops, they may experience negative effects, such as reduced accuracy or increased aggression.

3.  **Madness**: In some games, the player's character may become mad or insane due to various reasons, such as witnessing traumatic events, experiencing psychological trauma, or being exposed to supernatural forces. This can lead to changes in the character's behavior, such as increased aggression or erratic decision-making.

4.  **Psychosis**: This is a state of insanity where the player's character may",You are a helpful AI assistant.
How many Sanity points must an investigator loose to become temporary insane?,Five or more,8,"In the popular tabletop role-playing game ""Call of Cthulhu,"" Sanity points are used to track the mental health and stability of investigators. Losing Sanity points can lead to various effects, including temporary insanity.

According to the Call of Cthulhu rulebook, an investigator loses a point of Sanity when they experience a traumatic event or witness something horrific. The exact number of points lost can vary depending on the specific event and the investigator's individual characteristics.

Temporary insanity typically occurs when an investigator loses 1-5 points of Sanity. When an investigator loses 1-2 points, they may experience minor effects such as confusion, disorientation, or a temporary loss of memory. Losing 3-5 points can lead to more severe effects, such as hallucinations, paranoia, or a complete breakdown of their mental state.

However, the exact number of points required to become temporarily insane can vary depending on the specific situation and the game master's discretion.",You are a helpful AI assistant.
How is it decided how many hours temporary insanity lasts?,By rolling a 1D10. The results of the roll provides the number of hours of insanity,8,"The concept of temporary insanity, also known as the ""insanity defense,"" is a legal doctrine that allows a defendant to argue that they were not responsible for their actions due to a mental disorder or defect at the time of the crime. The duration of temporary insanity is not strictly defined and can vary depending on the jurisdiction and the specific circumstances of the case.

In the United States, the Model Penal Code, which is a widely adopted set of model laws for states, defines temporary insanity as a condition that lasts for a short period of time, typically a few minutes or hours, and is caused by a sudden and intense emotional or psychological stimulus.

In practice, the duration of temporary insanity is often determined by the court on a case-by-case basis, taking into account the specific facts and circumstances of the case. The court may consider factors such as:

1. The nature and severity of the mental disorder or defect
2. The duration and intensity of the stimulus that triggered the disorder
3. The defendant's ability to control their actions during the period of insanity
4. The defendant's prior mental health history and any previous episodes of insanity

In general, temporary insanity is typically considered to last for a short period of time, such as:

* A few minutes or hours, as",You are a helpful AI assistant.
What is the best way to recover from Indefinite Insanity?,The best way to recover is through private care or home care,8,"I couldn't find any information on ""Indefinite Insanity."" It's possible that it's a fictional or made-up term, or it may be a misunderstanding or misremembering of a real condition.

However, I can provide information on some common mental health conditions that may be related to the term ""insanity"" or that may cause similar symptoms. If you're experiencing symptoms that concern you, I recommend consulting a mental health professional for proper evaluation and guidance.

Some possible conditions that may be related to the term ""insanity"" include:

1.  **Psychosis**: A condition characterized by a disconnection from reality, often involving hallucinations, delusions, and disorganized thinking.
2.  **Schizophrenia**: A chronic mental health disorder that affects how a person thinks, feels, and behaves, often causing hallucinations, delusions, and disorganized thinking.
3.  **Bipolar disorder**: A mental health condition that causes extreme mood swings, from manic highs to depressive lows.
4.  **Post-traumatic stress disorder (PTSD)**: A condition that can develop after experiencing a traumatic event, causing symptoms like flashbacks, nightmares, and anxiety.

If you're experiencing symptoms that concern you, here are some general tips for recovering",You are a helpful AI assistant.
How many language skill ticks should be awarded when an investigator conducts a full study of a tome in that language?,One,9,"In the World of Darkness, specifically in the Vampire: The Masquerade game, when an investigator conducts a full study of a tome in a language they don't know, they gain a number of Language skill dots equal to the difficulty of the study.

However, if the investigator already knows the language, they gain a number of Language skill dots equal to the difficulty of the study plus one.",You are a helpful AI assistant.
How can a character learn a spell?,"There are three main ways to learn a spell: from a Mythos book, from another player, or from a Mythos entity",9,"In the realm of fantasy, learning a spell can be a complex and intriguing process. Here are some common ways a character might learn a spell:

1.  **Magical Education**: Attending a prestigious magical academy or school, where they can study under the guidance of experienced wizards or sorcerers. This is a common trope in fantasy stories, where young wizards learn the fundamentals of magic and hone their skills.
2.  **Apprenticeship**: Finding a powerful wizard or sorcerer who takes them under their wing and teaches them the art of magic. This can be a one-on-one mentorship, where the apprentice learns from their master's experiences and techniques.
3.  **Self-Study**: Through intense research and experimentation, a character might discover and learn a spell on their own. This can involve pouring over ancient tomes, practicing spells in secret, and experimenting with magical energies.
4.  **Trial and Error**: A character might stumble upon a spell by accident, and then learn to control and refine it through trial and error. This can be a more organic and unpredictable way of learning, where the character discovers the spell's limitations and potential dangers.
5.  **Heritage or Inheritance**: A character might inherit a magical ability or spell from",You are a helpful AI assistant.
What type of roll must a player do to cast a spell?,A Hard POW roll,9,"In many tabletop role-playing games, particularly those based on fantasy settings, a player typically needs to roll a specific type of dice to cast a spell. The most common type of roll is a D20 (a 20-sided die).

When casting a spell, the player usually rolls a D20 and adds a relevant ability score modifier, skill level, or other relevant bonuses to the roll. The total result is then compared to a Difficulty Class (DC) set by the game master or the spell's description. If the total equals or exceeds the DC, the spell is successful, and the desired effect occurs.

However, the specific type of roll and the rules surrounding spellcasting can vary depending on the game system being used, such as Dungeons & Dragons, Pathfinder, or other tabletop RPGs.",You are a helpful AI assistant.
