question,answer,chapter,generated_answer,system_prompt
"If more than one combatants want to attack, who has the right to attack first?","The combatant with the highest DEX. In case of draw, the combatant with highest combat skill",6,"In a melee combat, where more than one character wishes to attack, the initiative order is determined in the following manner.

Characters act in DEX order, highest to lowest. If characters are tied for DEX, the one with the highest combat skill goes first. If they are still tied, they may fight as a pack, on the same 
round, each taking a single attack at the Keeper’s discretion. Note that this is exceptional; most creatures will fight one at a time even if tied for DEX.

Once the order of combat is determined, stick with it until everyone has had their turn; do not interrupt one fighter in mid-attack to allow another to attack.

Outnumbered
An  investigator  is  outnumbered  when  opposed  by  more  than 
one  enemy  who  are  both  using  the  Fighting  skill  (or  a  similar 
skill). An investigator can be outnumbered in a fight even if there 
are allies present, if the enemies all attack the investigator at the 
same time. When an investigator is outnumbered, the Keeper must 
apply the usual penalty dice to the enemies' attacks on the investigator, 
but the investigator does not gain any bonus dice for fighting back.

",You are a helpful AI assistant.
In which situation is a character allowed to escape a close combat?,The character must have no physical restrains and have an escape route,6,"A character can break free from a grapple or other form of 
restraint or close combat on their turn in the DEX order, 
provided they win a opposed STR vs. STR roll. If the character 
being held uses an attack (of any kind) on their attacker, this 
will  automatically  break  the  hold  or  restraints  on  them,  but 
they will still be in the same location. If they have a specific goal 
in mind, such as running away, they should make a movement 
action to move their new location before their opponent can re-
act.

A  character  is  never  required  to  make  a  fighting  maneuver 
to break free from being held or restrained, they may use their 
fighting attack to do so, or they may make a maneuver of their 
own.  If  they  use  a  maneuver  to  break  free,  they  may  only 
do so on their turn in the order of combat. 

T  If  the  character  breaking  free  has  a  higher  Fighting 
skill than their opponent, they are able to break free. 
T  If the character breaking free has an",You are a helpful AI assistant.
How is a firearm attack resolved?,A firearm attack is resolved with a 1D100 roll and compare the result with the Firearm skill of the attacking character. The difficulty level of the roll is determined by the range and other factors,6,"In most cases, resolving a firearm attack using the standard combat 
rules is all that is required. The attacker declares the type of fire 
they are using (e.g. full auto, single shot, burst, etc.) on their 
attack  declaration  and  states  the  number  of  bullets  they  are 
shooting before rolling the dice. The number of bullets fired is the 
number  of  7.62mm  rounds  fired  from  a  AKM/M16,  for  ex-
ample,  but  would  be  four .30-06  rounds  when  firing  a  bolt-
action rifle or five.45 rounds when firing from a submachine gun. 

T  If  the  attacker  achieves  a  higher  level  of  success  than 
the  target’s  DEX,  the  number  of  bullets  fired  is  reduced 
by one for each point of difference. If this results in a number 
of bullets less than one, only one bullet is fired.

T  If the attacker achieves the same level of success as the target’s 
DEX,  the  number  of  bullets  fired  is ",You are a helpful AI assistant.
How does a character recover from a major wound when the Major Wound box is checked?,"The players performs a CON roll. If it is successful, 1D3 hit points are recovered. In case of Extreme success, 2D3 hit points are recovered.",6,"In Call of Cthulhu, when a character receives a Major Wound, 
the character immediately falls prone and loses hit points equal to 
the number of points of damage inflicted by the attack. The 
character’s  condition  is  checked  immediately  after  a  Major 
Wound  and  again  at  the  end  of  the  round  (if  fighting 
hand-to-hand), or when they take their next damage roll (if 
shot). 

If  the  character  is  able  to  stand  after  a  Major  Wound, 
they must make a CON roll at the end of the round (if fight-
ing hand-to-hand) or when they take their next damage roll (if 
shot). If passed, the character is stabilized. If the CON roll is 
failed, the character dies.

If  the  character  is  stabilized,  they  must  make  a  CON 
roll  at  the  end  of  each  hour.  If  the  CON  roll  is  passed, 
the character stabilizes and does not die. If the CON roll is failed, 
the character dies.

If  a  character ",You are a helpful AI assistant.
Can you provide a short description of how a Chase takes place?,"A chase take place when the participants have an escape route. The Keeper positions the participants, decided the order of play and how many movements each participant can make in each turn. At the beginning each participant makes a CON roll to adjust their MOV rating. Then, at each round of the chase the participants act in DEX order, and move a number of locations based on their MOV rating. In some cases attacks can also be performed. The Keeper can add hazards and barriers to the chase as well.",7,"A  chase  in  your  story  or  game  will  probably  involve  a  mix-
ture of characters, some on foot and others in vehicles. The 
characters in the chase are divided into two groups: those that 
are trying to catch the others (the pursuers) and those that are 
trying to escape (the fleeing characters). 

The Keeper should take note of all the participants in the 
chase and position them in order of fastest to slowest. A chase 
may start with multiple pursuers and fleeing characters, or it may 
start with only one of each. As the chase unfolds, characters may 
appear or disappear. A location is chosen as a starting point, 
usually when the pursuers and fleeing characters are far enough 
apart for a chase to be established. 

The chase is divided into a series of locations, each one a 
chance for a character to move, for an event to occur, for a 
character to be caught or for a character to lose the quarry. The 
Keeper picks a number of locations in advance and is prepared 
to roleplay what is to be found there. The players have no idea 
how many locations there will be or what they will encounter.

The",You are a helpful AI assistant.
What is a speed roll used for during a chase?,It is used to adjust the participant MOV rating for the whole duration of the chase,7,"In a chase, a speed roll is used to establish the order of movement. 
All participants make a skill roll: CON (for human characters) or 
the appropriate characteristic (for monsters and non-player charac-
ters); the one with the highest roll goes first, and so on. If there 
is a tie, the side with the higher DEX goes first. If still a tie, the 
characters are positioned in order of their MOV rating. Characters 
that are not in a state of movement action are not included in the 
order of movement.

G  A character can use the order of movement to their ad-
vantage by delaying their action until after their friends 
have acted. This allows them to take advantage of what-
ever is in front of them. See Delaying a Move Action 
(page 108).

G  A character can move through a location and emerge 
in  a  different  location  as  their  movement  action 
in  a  round.  For  example,  if  a  character  has  a 
movement  action  of  8,  they  could  move  8  loca-
tions  forward  in  one  movement  action,  or",You are a helpful AI assistant.
How many movements can a chase participant take per round?,"Each participant can take one movement action per round, plus the difference between his movement rating and the movement rating of the slowest chase participant",7,"In a chase, each participant gets a number of movement actions equal to their MOV rating. Characters with the same MOV rating get the same number of movement actions, but do not act in the same round unless they wish to. Characters with a difference of 1 MOV rate do not act in the same round. Those with a difference of 2 MOV rates will not act in the same round, nor will those with a difference of 3 MOV rates, and so on. Characters with a higher MOV rate get an additional movement action with each round that those with a lower MOV rate have already used up. 

Note: Some monsters and non-player characters may have a MOV rate that is not on the chart. In such cases, the Keeper must decide whether to round down or up; a non-player character with a MOV rate of 8 would be able to move 8 or 9 locations in one round, but would normally be limited to 8 locations, the same as a human. 

In some cases a monster may have a MOV rate that is higher than the maximum number of locations that can be moved in one round, in which case its MOV rate should be reduced to the maximum number of locations that can be moved in one round. 

When a character’s MOV",You are a helpful AI assistant.
What methods can the Keeper use to create obstacles and hazards during a chase?,"The Keeper can decide using his own imagination, or do that randomly using a 1D100 roll.",7,"As Keeper, you have a range of options available to you when creating obstacles and hazards during a chase. 

G  An  open  door  swing  open  and  bang  against  the 

wall as it hits you.

G  A  bookshelf:  How  heavy  is  it?  Is  it  going  to  fall  on 

you?

G  A  window:  Is  it  open  or  closed?  If  closed,  is  it  a 

casement window that can be pushed open?

G  A  locked  door:  Has  the  investigator  picked  the  lock 
(or do they have a key)? 

G  A  high  fence:  Is  the  investigator  tall  enough  to  climb 
over it? Do they have the time to attempt to climb it?

G  A  deep  chasm:  How  deep  is  it?  Is  there  time  to 
ascend out of it?

G  A  guard:  Is  the  guard  aware  of  the  investigator’s  goal? 
Is the guard distracted or can he or she be persuaded or 
forced to",You are a helpful AI assistant.
How are vehicle damages computed after a collision?,By rolling a 1D6 to compute build damage. A delay of the vehicle can also be computed costing a 1D3 movement action,7,"In  most  cases,  damage  to  a  vehicle  is  figured  using  the 
Fighting  skill.  The  Keeper  should  decide  whether  a  particular 
collision  constitutes  a  fighting  maneuver  or  a  hazard,  and 
thus  whether  the  vehicle  is  treated  as  a  weapon  or  as  a 
characteristic. 

When a vehicle is used as a weapon, it is treated like any other 
weapon.  The  Keeper  decides  on  the  damage  done  by  a  col-
lision.  If  the  vehicle  is  being  used  to  inflict  harm,  it  may 
also be used to fight back against those trying to attack it. A car 
or truck has a Build of 5, the same as a large human. If attacking 
with a vehicle, a character would use their Fighting skill. A being 
with a Build of 0 could be knocked to the floor by a strong wind, 
but might only be pushed or disarmed by a fellow human.

A  vehicle  can  be  used  to  make  a  fighting  maneuver",You are a helpful AI assistant.
What state of insanity exist in the game?,"There are three states of insanity: temporary, indefinite and permanent.",8,"In the game of Call of Cthulhu, an investigator can go insane, 
and when he or she does so, they experience a bout of madness. 
There are four states of active insanity in the game:

1.  Temporary  Insanity:  While  the  investigator  is  in  a 
state of temporary insanity, they will act irrationally. As this is 
a temporary state, the investigator will recover after a few days 
of rest and treatment.

2.  Permanent  Insanity:  While  the  investigator  is  in  a 
state of permanent insanity, they will continue to act irration-
ally. As this is a permanent state, the investigator will require 
professional treatment to recover. The player takes control of 
the investigator when they are sane.

3.  Permanent  Insanity  with  Underlying  Sanity:  When 
an  investigator  loses  more  Sanity  points  than  their  current 
Sanity score in one go (see page 156), they suffer a major in-
sanity  incident  resulting  in  permanent  insanity.  In  this  case 
the player immediately loses control of the investigator and the 
Keeper has complete control of",You are a helpful AI assistant.
How many Sanity points must an investigator loose to become temporary insane?,Five or more,8,"An investigator must lose 5 or more Sanity points in one day, or a cumulative total of 1D10 Sanity points in any 24-hour period, to become temporarily insane.",You are a helpful AI assistant.
How is it decided how many hours temporary insanity lasts?,By rolling a 1D10. The results of the roll provides the number of hours of insanity,8,"In Call of Cthulhu, the duration of temporary insanity is deter-
mined by rolling on Table 8: Bouts of Madness—Summary, 
or  by  rolling  1D10  hours  and  rounding  up,  see  Temporary 
Insanity (page 124). 

In some instances, the Keeper may choose to roll 1D10 and 
multiply the result by 10 to get a number of hours (see Rethinking 
a Situation, page 162).

It is advised that the Keeper does not use time in this way as 
a  punishment.  Instead  the  Keeper  should  try  to  incorporate 
the  negative  consequence  of  a  failed  Pushed  roll  within  the 
story and make it relevant to the non-player character. For exam-
ple,  if  the  goal  were  to  persuade  a  police  officer,  a  failed 
Pushed roll could result in the officer becoming belligerent and 
arresting the investigator for obstructing a police officer in the 
performance of his duty—something that will only serve to add 
to the investigator’s troubles later on.

Failed Dice Rolls and S",You are a helpful AI assistant.
What is the best way to recover from Indefinite Insanity?,The best way to recover is through private care or home care,8,"Recovery from indefinite insanity can take a while. 

Indefinite insanity lasts until the investigator is cured or recovers. 
The duration of indefinite insanity is left up to the Keeper. It can 
be a few days, a month, or even years. 

The only way to end indefinite insanity is with successful Intellect 
( INT ) rolls. The player makes a roll and if they fail, they make 
another roll and so on. The Keeper may set a maximum number 
of rolls that may be attempted. A variation is to require that the 
player roll equal to or below half their INT. 

Alternatively,  the  Keeper  could  allow  a  combined  dice 

roll, with the player rolling a percentile dice and the Keeper rolling 
a 1D100 alongside them. If the player wins the roll, the investigator 
recovers from their insanity. If the Keeper wins, the bout of madness 
continues.

A  bout  of  madness  ends  when  the  investigator  either  recovers 
(see below) or is persuaded to act rationally by another character. 
A  bout  of  madness  will  always  take  at  least  one  combat 
round, but may",You are a helpful AI assistant.
How many language skill ticks should be awarded when an investigator conducts a full study of a tome in that language?,One,9,"When  an  investigator  completes  a  full  study  of  a  tome, 
they should gain a number of language skill ticks equal to the 
Cthulhu Mythos rating of the tome (see page 169).

Alternatively, if the investigator spent time studying a manu-
script or book in a foreign language, they should make a skill roll 
in that language equal to or below the difficulty level set for a full 
study of the book. If successful, gain 1D10 Cthulhu Mythos Skill 
points and increase their Cthulhu Mythos knowledge by 1D10 

Cthulhu Mythos Skill points and increase their Cthulhu Mythos 
knowledge by 1D10 percentiles. 

Mythos  Tomes  (various)—Books  of  Power—
Each tome is different, but most are of a similar size, a small 
to medium-sized book. Each book has its own description in 
this  chapter,  except  for  the  Necronomicon  and  the  Book 
of Eibon, which are classed as standard. 

The  study  of  a  Mythos  tome  normally ",You are a helpful AI assistant.
How can a character learn a spell?,"There are three main ways to learn a spell: from a Mythos book, from another player, or from a Mythos entity",9,"In the world of roleplaying, learning a spell can be a 
various  and  mysterious  process.  Here  are  a  few  ideas 
to get you started. 

Finding a Copy of the Book
An  occult  tome  is  the  primary  source  for  learning  a 
spell. Each tome is different, and the information in here is 
meant to be a starting point for the Keeper to draw from. A 
tome might list a spell’s name, a general description of what 
the spell does, an estimate of the casting time, the number 
of magic points needed, and any special ingredients or por-
tions needed. A tome might also note any special conditions 
that must be met for the spell to succeed.

A spell can be found in only one place in a tome, though 
the same information can be pieced together from several 
different sources. The Keeper can dictate which spells can be 
found in which tomes, though consistency is not required. 
The  Keeper  should  not  feel  compelled  to  include  any 
specific spells in any of the books, although the Keeper’s 
library should have at least one copy of each Mythos tome 
",You are a helpful AI assistant.
What type of roll must a player do to cast a spell?,A Hard POW roll,9,"In roleplaying games, to cast a spell the player must make a 
Sanity roll (if the spell costs Sanity points) and also a roll for 
the skill used by the spell. If the spell costs magic points it may 
not be cast if the caster is out of magic points. Some spells have 
other prerequisites, such as the need for a piece of enchanted 
wax, a vial of space-mead, and so on. 

Whether a character is able to cast a particular spell is also 
determined by his or her Cthulhu Mythos skill (see page 63). 
No one has ever listed the complete range of spells that the 
Cthulhu  Mythos  encompasses.  Spells  are  presented  in 
this  book  in  a  number  of  categories,  including  Call  and 
Contact Spells, Creation Spells, Enchantment Spells, Gate 
Spells,  Power  Spells,  and  Summoning  Spells.  Spells  may 
also be grouped according to theme in some Mythos scenarios, 
such as spells for contacting the dead or for causing harm to 
enemies. 

Spells are divided into two groups: Cthulhu Mythos",You are a helpful AI assistant.
